Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Regulatable_sites,Reactome Gene Sets,6,R-HSA-8953854,Metabolism of RNA,,-10,2,7.2,5157,353,663,89,13,1.3,677|1453|1974|1981|2962|3178|3183|3184|3185|4670|5094|5432|5441|5520|5683|5690|5693|5713|5714|5715|5717|5725|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6428|6434|6629|6635|6636|7529|7534|8570|9045|9125|9188|9349|9652|9692|9939|9972|10179|10181|10197|10436|10644|10767|10885|10914|22826|22984|23020|23521|23636|23658|25821|25873|26986|27350|51077|51503|51747|51759|54913|55571|55720|55749|57461|57647|58517|63892|65083|80153|80746|85437|116461|153527|220988,ZFP36L1|CSNK1D|EIF4A2|EIF4G1|GTF2F1|HNRNPA1|HNRNPC|HNRNPD|HNRNPF|HNRNPM|PCBP2|POLR2C|POLR2L|PPP2R2A|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTBP1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SRSF3|TRA2B|SNRPB2|SNRPE|SNRPF|YWHAB|YWHAZ|KHSRP|RPL14|CNOT9|DDX21|RPL23|SKIC3|PRORP|RBM8A|NUP153|RBM7|RBM5|PSME3|EMG1|IGF2BP2|HBS1L|WDR3|PAPOLA|DNAJC8|PDCD11|SNRNP200|RPL13A|NUP62|LSM5|MTO1|RPL36|PABPC1|APOBEC3C|FCF1|CWC15|LUC7L3|C9orf78|RPP25|CNOT11|TSR1|CCAR1|ISY1|DHX37|RBM25|THADA|NOL6|EDC3|TSEN2|ZCRB1|TSEN15|ZMAT2|HNRNPA3,-6.1
Regulatable_sites,GO Biological Processes,19,GO:0002181,cytoplasmic translation,19_GO:0008152 metabolic process,-10,3.7,8,5157,59,663,28,4.2,0.78,1819|1939|1974|1981|3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9147|9349|10399|23521|25873,DRG2|EIF2D|EIF4A2|EIF4G1|EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|RACK1|RPL13A|RPL36,-6.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-9824446,Viral Infection Pathways,,-9,1.9,6.7,5157,316,663,79,12,1.3,142|483|567|821|1107|1213|2288|2957|2962|3178|3320|3840|3843|4089|5094|5119|5432|5441|5478|5610|5683|5690|5693|5713|5714|5715|5717|5781|5905|5978|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6385|6635|6636|6827|6885|7329|7415|7520|7529|7534|7555|8065|9045|9349|9397|9611|9612|9908|9972|10197|11168|11198|23193|23367|23521|23636|25873|29082|51534|57506|84790|85437|140735|203068|340061,PARP1|ATP1B3|B2M|CANX|CHD3|CLTC|FKBP4|GTF2A1|GTF2F1|HNRNPA1|HSP90AA1|KPNA4|IPO5|SMAD4|PCBP2|CHMP1A|POLR2C|POLR2L|PPIA|EIF2AK2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTPN11|RANGAP1|REST|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SDC4|SNRPE|SNRPF|SUPT4H1|MAP3K7|UBE2I|VCP|XRCC5|YWHAB|YWHAZ|CNBP|CUL5|RPL14|RPL23|NMT2|NCOR1|NCOR2|G3BP2|NUP153|PSME3|PSIP1|SUPT16H|GANAB|LARP1|RPL13A|NUP62|RPL36|CHMP4A|VTA1|MAVS|TUBA1C|ZCRB1|DYNLL2|TUBB|STING1,-5.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-8.8,3.6,7.4,5157,54,663,25,3.8,0.74,1974|1981|3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9349|23521|25873|26986,EIF4A2|EIF4G1|EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|RPL23|RPL13A|RPL36|PABPC1,-5.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-8.7,3.2,7.2,5157,74,663,30,4.5,0.81,1981|5683|5690|5693|5713|5714|5715|5717|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8453|9045|9349|9939|10197|23521|25873|26986,EIF4G1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1,-5.1
Regulatable_sites,CORUM,33,CORUM:3055,Nop56p-associated pre-rRNA complex,,-8.7,3.7,7.3,5157,51,663,24,3.6,0.73,3178|3609|4670|4673|6146|6155|6156|6158|6159|6161|6165|6168|6228|6235|6727|6949|9045|9188|9349|11137|23521|25873|26156|51631,HNRNPA1|ILF3|HNRNPM|NAP1L1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37A|RPS23|RPS29|SRP14|TCOF1|RPL14|DDX21|RPL23|PWP1|RPL13A|RPL36|RSL1D1|LUC7L2,-5.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72613,Eukaryotic Translation Initiation,,-8.2,3.4,7,5157,57,663,25,3.8,0.74,1974|1981|3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9349|23521|25873|26986,EIF4A2|EIF4G1|EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|RPL23|RPL13A|RPL36|PABPC1,-4.8
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72737,Cap-dependent Translation Initiation,,-8.2,3.4,7,5157,57,663,25,3.8,0.74,1974|1981|3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9349|23521|25873|26986,EIF4A2|EIF4G1|EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|RPL23|RPL13A|RPL36|PABPC1,-4.8
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72689,Formation of a pool of free 40S subunits,,-8.2,3.7,7.1,5157,46,663,22,3.3,0.7,3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9349|23521|25873,EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|RPL23|RPL13A|RPL36,-4.8
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,,-7.9,3.4,6.9,5157,55,663,24,3.6,0.73,1974|1981|3646|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8661|8667|8669|9045|9349|23521|25873,EIF4A2|EIF4G1|EIF3E|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|EIF3A|EIF3H|EIF3J|RPL14|RPL23|RPL13A|RPL36,-4.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-168255,Influenza Infection,,-7.7,2.9,6.6,5157,81,663,30,4.5,0.81,142|821|1213|2962|3320|3840|3843|5432|5441|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9972|23521|23636|25873,PARP1|CANX|CLTC|GTF2F1|HSP90AA1|KPNA4|IPO5|POLR2C|POLR2L|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|NUP153|RPL13A|NUP62|RPL36,-4.3
Regulatable_sites,CORUM,33,CORUM:306,"Ribosome, cytoplasmic",,-6.9,3.8,6.5,5157,37,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.7
Regulatable_sites,Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-6.8,3.2,6.3,5157,53,663,22,3.3,0.7,1981|5520|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9939|23521|25873|26986,EIF4G1|PPP2R2A|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RBM8A|RPL13A|RPL36|PABPC1,-3.6
Regulatable_sites,Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-6.8,3.2,6.3,5157,53,663,22,3.3,0.7,1981|5520|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9939|23521|25873|26986,EIF4G1|PPP2R2A|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RBM8A|RPL13A|RPL36|PABPC1,-3.6
Regulatable_sites,Reactome Gene Sets,6,R-HSA-168273,Influenza Viral RNA Transcription and Replication,,-6.7,2.9,6.1,5157,70,663,26,3.9,0.75,142|2962|3320|3843|5432|5441|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9972|23521|23636|25873,PARP1|GTF2F1|HSP90AA1|IPO5|POLR2C|POLR2L|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|NUP153|RPL13A|NUP62|RPL36,-3.6
Regulatable_sites,GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-6.5,2.1,5.6,5157,185,663,49,7.4,1,1654|1819|1939|1974|1981|2686|2730|3646|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-3.4
Regulatable_sites,Reactome Gene Sets,6,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-6.4,3.3,6.1,5157,47,663,20,3,0.66,1981|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873|26986,EIF4G1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36|PABPC1,-3.3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-156842,Eukaryotic Translation Elongation,,-6.3,3.5,6.1,5157,40,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-192823,Viral mRNA Translation,,-6.3,3.5,6.1,5157,40,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.3
Regulatable_sites,WikiPathways,27,WP477,Cytoplasmic ribosomal proteins,,-6.3,3.5,6.1,5157,40,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-156902,Peptide chain elongation,,-6.3,3.5,6.1,5157,40,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-2408557,Selenocysteine synthesis,,-6.1,3.4,6,5157,41,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-71291,Metabolism of amino acids and derivatives,,-6.1,2.3,5.5,5157,123,663,36,5.4,0.88,262|1738|1892|2593|2752|4552|4947|5683|5690|5693|5713|5714|5715|5717|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9521|10197|10955|23521|25873|55256,AMD1|DLD|ECHS1|GAMT|GLUL|MTRR|OAZ2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|EEF1E1|PSME3|SERINC3|RPL13A|RPL36|ADI1,-3.1
Regulatable_sites,GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-6,2,5.4,5157,181,663,47,7.1,1,1654|1819|1939|1974|1981|3646|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|EIF2D|EIF4A2|EIF4G1|EIF3E|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-3.1
Regulatable_sites,Reactome Gene Sets,6,R-HSA-376176,Signaling by ROBO receptors,,-5.9,2.5,5.5,5157,95,663,30,4.5,0.81,1981|5683|5690|5693|5713|5714|5715|5717|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8453|9045|9349|9939|10197|23521|25873|26986,EIF4G1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1,-3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.9,3.2,5.8,5157,46,663,19,2.9,0.65,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|10985|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|GCN1|RPL13A|RPL36,-3
Regulatable_sites,GO Biological Processes,19,GO:0043604,amide biosynthetic process,19_GO:0008152 metabolic process,-5.7,1.9,5.1,5157,231,663,55,8.3,1.1,1654|1738|1819|1939|1974|1981|2686|2730|3646|4594|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7357|7453|8565|8661|8667|8669|9045|9147|9218|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|60481|83939|84545|94101|118487|122704|123263|388524,DDX3X|DLD|DRG2|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|MMUT|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|UGCG|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|VAPA|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|ELOVL5|EIF2A|MRPL43|ORMDL1|CHCHD1|MRPL52|MTFMT|RPSA2,-2.7
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72764,Eukaryotic Translation Termination,,-5.5,3.2,5.6,5157,44,663,18,2.7,0.63,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-2.6
Regulatable_sites,GO Biological Processes,19,GO:0006518,peptide metabolic process,19_GO:0008152 metabolic process,-5.4,1.9,5,5157,218,663,52,7.8,1,1654|1819|1889|1939|1974|1981|2686|2730|3646|4311|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|64924|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|ECE1|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|MME|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|SLC30A5|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-2.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-72312,rRNA processing,,-5.4,2.4,5.2,5157,95,663,29,4.4,0.79,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|9692|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|PRORP|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-5.4,1.9,5,5157,196,663,48,7.2,1,60|1213|1291|1739|1785|1969|1981|3320|3845|4627|4893|5683|5690|5693|5713|5714|5715|5717|5781|5786|5921|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6386|6464|6477|7430|8453|9045|9349|9939|10197|23521|25873|26986|84790,ACTB|CLTC|COL6A1|DLG1|DNM2|EPHA2|EIF4G1|HSP90AA1|KRAS|MYH9|NRAS|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTPN11|PTPRA|RASA1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SDCBP|SHC1|SIAH1|EZR|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1|TUBA1C,-2.5
Regulatable_sites,CORUM,33,CORUM:308,"60S ribosomal subunit, cytoplasmic",,-5.3,3.9,5.7,5157,26,663,13,2,0.54,6146|6155|6156|6158|6159|6161|6165|6167|6168|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPL14|RPL23|RPL13A|RPL36,-2.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,,-5.3,2.4,5.2,5157,91,663,28,4.2,0.78,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-8868773,rRNA processing in the nucleus and cytosol,,-5.3,2.4,5.2,5157,91,663,28,4.2,0.78,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.5
Regulatable_sites,Reactome Gene Sets,6,R-HSA-2408522,Selenoamino acid metabolism,,-5.1,2.9,5.2,5157,51,663,19,2.9,0.65,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9521|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|EEF1E1|RPL13A|RPL36,-2.3
Regulatable_sites,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-5.1,1.9,4.8,5157,206,663,49,7.4,1,60|1213|1291|1739|1785|1969|1981|3320|3845|4627|4893|5683|5690|5693|5713|5714|5715|5717|5781|5786|5921|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6386|6464|6477|6721|7430|8453|9045|9349|9939|10197|23521|25873|26986|84790,ACTB|CLTC|COL6A1|DLG1|DNM2|EPHA2|EIF4G1|HSP90AA1|KRAS|MYH9|NRAS|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTPN11|PTPRA|RASA1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SDCBP|SHC1|SIAH1|SREBF2|EZR|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1|TUBA1C,-2.3
Regulatable_sites,KEGG Pathway,24,hsa05010,Alzheimer disease,,-5.1,2.1,4.9,5157,124,663,34,5.1,0.86,355|488|518|637|824|1345|2776|3552|3710|3845|4311|4700|4711|4731|4893|5481|5534|5610|5683|5690|5693|5713|5714|5715|5717|7381|8323|10105|10975|26100|55334|57142|84790|203068,FAS|ATP2A2|ATP5MC3|BID|CAPN2|COX6C|GNAQ|IL1A|ITPR3|KRAS|MME|NDUFA6|NDUFB5|NDUFV3|NRAS|PPID|PPP3R1|EIF2AK2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|UQCRB|FZD6|PPIF|UQCR11|WIPI2|SLC39A9|RTN4|TUBA1C|TUBB,-2.3
Regulatable_sites,GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-5,2,4.8,5157,141,663,37,5.6,0.89,142|355|637|648|1495|1654|1687|2730|2923|3383|3552|4170|4193|5478|6188|6421|6477|6810|8531|8575|8725|8996|9521|10105|10197|10399|10616|10955|23411|27166|55023|55031|55829|57805|65018|79886|80196,PARP1|FAS|BID|BMI1|CTNNA1|DDX3X|GSDME|GCLM|PDIA3|ICAM1|IL1A|MCL1|MDM2|PPIA|RPS3|SFPQ|SIAH1|STX4|YBX3|PRKRA|URI1|NOL3|EEF1E1|PPIF|PSME3|RACK1|RBCK1|SERINC3|SIRT1|PRELID1|PHIP|USP47|SELENOS|CCAR2|PINK1|CAAP1|RNF34,-2.2
Regulatable_sites,KEGG Pathway,24,hsa05014,Amyotrophic lateral sclerosis,,-4.8,2.1,4.7,5157,122,663,33,5,0.84,60|310|518|637|1345|3178|3309|3710|4218|4700|4711|4731|5534|5683|5690|5693|5713|5714|5715|5717|5861|6428|7381|7415|9782|9972|10975|23636|26100|65018|84790|203068|220988,ACTB|ANXA7|ATP5MC3|BID|COX6C|HNRNPA1|HSPA5|ITPR3|RAB8A|NDUFA6|NDUFB5|NDUFV3|PPP3R1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RAB1A|SRSF3|UQCRB|VCP|MATR3|NUP153|UQCR11|NUP62|WIPI2|PINK1|TUBA1C|TUBB|HNRNPA3,-2
